GeneSymbol	#tax_id	GeneID	LocusTag	Synonyms	dbXrefs	chromosome	map_location	description	type_of_gene	Symbol_from_nomenclature_authority	Full_name_from_nomenclature_authority	Nomenclature_status	Other_designations	Modification_date	Feature_type
RCC2	9606	55920	-	TD-60	MIM:609587|HGNC:HGNC:30297|Ensembl:ENSG00000179051|AllianceGenome:HGNC:30297	1	1p36.13	regulator of chromosome condensation 2	protein-coding	RCC2	regulator of chromosome condensation 2	O	protein RCC2|RCC1-like protein TD-60|epididymis secretory sperm binding protein|telophase disk protein of 60 kDa	20250511	-
RCOR2	9606	283248	-	-	MIM:616019|HGNC:HGNC:27455|Ensembl:ENSG00000167771|AllianceGenome:HGNC:27455	11	11q13.1	REST corepressor 2	protein-coding	RCOR2	REST corepressor 2	O	REST corepressor 2	20250503	-
RDH10	9606	157506	-	SDR16C4	MIM:607599|HGNC:HGNC:19975|Ensembl:ENSG00000121039|AllianceGenome:HGNC:19975	8	8q21.11	retinol dehydrogenase 10	protein-coding	RDH10	retinol dehydrogenase 10	O	retinol dehydrogenase 10|retinol dehydrogenase 10 (all-trans)|short chain dehydrogenase/reductase family 16C member 4	20250503	-
REC8	9606	9985	-	HR21spB|REC8L1|Rec8p	MIM:608193|HGNC:HGNC:16879|Ensembl:ENSG00000100918|AllianceGenome:HGNC:16879	14	14q12	REC8 meiotic recombination protein	protein-coding	REC8	REC8 meiotic recombination protein	O	meiotic recombination protein REC8 homolog|REC8 homolog|REC8-like 1|cohesin Rec8p|cohesion rec8p|human homolog of rad21, S. pombe|kleisin-alpha|meiotic recombination and sister chromatid cohesion phosphoprotein of the rad21p family|meiotic recombination protein REC8-like 1|recombination and sister chromatid cohesion protein homolog	20250503	-
RECK	9606	8434	-	ST15	MIM:605227|HGNC:HGNC:11345|Ensembl:ENSG00000122707|AllianceGenome:HGNC:11345	9	9p13.3	reversion inducing cysteine rich protein with kazal motifs	protein-coding	RECK	reversion inducing cysteine rich protein with kazal motifs	O	reversion-inducing cysteine-rich protein with Kazal motifs|membrane-anchored glycoprotein (metastasis and invasion)|suppression of tumorigenicity 15 (reversion-inducing-cysteine-rich protein with kazal motifs)|suppression of tumorigenicity 5 (reversion-inducing-cysteine-rich protein with kazal motifs)|suppressor of tumorigenicity 15 protein	20250503	-
RECQL4	9606	9401	-	RECQ4	MIM:603780|HGNC:HGNC:9949|Ensembl:ENSG00000160957|AllianceGenome:HGNC:9949	8	8q24.3	RecQ like helicase 4	protein-coding	RECQL4	RecQ like helicase 4	O	ATP-dependent DNA helicase Q4|DNA 3'-5' helicase RecQ4|DNA helicase, RecQ-like, type 4|RecQ helicase-like 4|RecQ protein-like 4	20250503	-
REEP1	9606	65055	-	C2orf23|DSMA6|HMN5B|HMND12|HMNR6|SPG31|Yip2a	MIM:609139|HGNC:HGNC:25786|Ensembl:ENSG00000068615|AllianceGenome:HGNC:25786	2	2p11.2	receptor accessory protein 1	protein-coding	REEP1	receptor accessory protein 1	O	receptor expression-enhancing protein 1|spastic paraplegia 31 protein	20250503	-
REEP4	9606	80346	-	C8orf20|PP432|Yip2c	MIM:609349|HGNC:HGNC:26176|Ensembl:ENSG00000168476|AllianceGenome:HGNC:26176	8	8p21.3	receptor accessory protein 4	protein-coding	REEP4	receptor accessory protein 4	O	receptor expression-enhancing protein 4	20250503	-
REM1	9606	28954	-	GD:REM|GES	MIM:610388|HGNC:HGNC:15922|Ensembl:ENSG00000088320|AllianceGenome:HGNC:15922	20	20q11.21	RRAD and GEM like GTPase 1	protein-coding	REM1	RRAD and GEM like GTPase 1	O	GTP-binding protein REM 1|GTPase-regulating endothelial cell sprouting|RAS (RAD and GEM)-like GTP-binding 1	20250503	-
RERG	9606	85004	-	-	MIM:612664|HGNC:HGNC:15980|Ensembl:ENSG00000134533|AllianceGenome:HGNC:15980	12	12p12.3	RAS like estrogen regulated growth inhibitor	protein-coding	RERG	RAS like estrogen regulated growth inhibitor	O	ras-related and estrogen-regulated growth inhibitor	20250503	-
RERGL	9606	79785	-	-	HGNC:HGNC:26213|Ensembl:ENSG00000111404|AllianceGenome:HGNC:26213	12	12p12.3	RERG like	protein-coding	RERGL	RERG like	O	ras-related and estrogen-regulated growth inhibitor-like protein|RERG/RAS-like	20250503	-
RFTN1	9606	23180	-	MIG2|PIB10|PIG9|RAFTLIN	MIM:618210|HGNC:HGNC:30278|Ensembl:ENSG00000131378|AllianceGenome:HGNC:30278	3	3p24.3	raftlin, lipid raft linker 1	protein-coding	RFTN1	raftlin, lipid raft linker 1	O	raftlin|cell migration-inducing gene 2 protein|proliferation-inducing protein 10|proliferation-inducing protein 9|raft-linking protein	20250511	-
RFX2	9606	5990	-	-	MIM:142765|HGNC:HGNC:9983|Ensembl:ENSG00000087903|AllianceGenome:HGNC:9983	19	19p13.3	regulatory factor X2	protein-coding	RFX2	regulatory factor X2	O	DNA-binding protein RFX2|HLA class II regulatory factor RFX2|regulatory factor X 2|regulatory factor X, 2 (influences HLA class II expression)|trans-acting regulatory factor 2	20250503	-
RFX5-AS1	9606	101927886	-	GBAT2	HGNC:HGNC:40503|Ensembl:ENSG00000237976|AllianceGenome:HGNC:40503	1	1q21.3	RFX5 antisense RNA 1	ncRNA	RFX5-AS1	RFX5 antisense RNA 1	O	glioblastoma multiforme-associated transcript 2	20250304	-
RFXANK	9606	8625	-	ANKRA1|BLS|F14150_1|MHC2D2|RFX-B	MIM:603200|HGNC:HGNC:9987|Ensembl:ENSG00000064490|AllianceGenome:HGNC:9987	19	19p13.11	regulatory factor X associated ankyrin containing protein	protein-coding	RFXANK	regulatory factor X associated ankyrin containing protein	O	DNA-binding protein RFXANK|RFX-Bdelta4|ankyrin repeat family A protein 1|ankyrin repeat-containing regulatory factor X-associated protein|regulatory factor X subunit B	20250503	-
RGL3	9606	57139	-	-	MIM:616743|HGNC:HGNC:30282|Ensembl:ENSG00000205517|AllianceGenome:HGNC:30282	19	19p13.2	ral guanine nucleotide dissociation stimulator like 3	protein-coding	RGL3	ral guanine nucleotide dissociation stimulator like 3	O	ral guanine nucleotide dissociation stimulator-like 3|RalGEF-like protein 3, mouse homolog|ralGDS-like 3	20250503	-
RGMA	9606	56963	-	RGM	MIM:607362|HGNC:HGNC:30308|Ensembl:ENSG00000182175|AllianceGenome:HGNC:30308	15	15q26.1	repulsive guidance molecule BMP co-receptor a	protein-coding	RGMA	repulsive guidance molecule BMP co-receptor a	O	repulsive guidance molecule A|RGM domain family, member A|repulsive guidance molecule family member a	20250503	-
RGN	9606	9104	-	GNL|HEL-S-41|RC|SMP30	MIM:300212|HGNC:HGNC:9989|Ensembl:ENSG00000130988|AllianceGenome:HGNC:9989	X	Xp11.3	regucalcin	protein-coding	RGN	regucalcin	O	regucalcin|epididymis secretory protein Li 41|gluconolactonase|senescence marker protein 30	20250503	-
RGS2	9606	5997	-	G0S8	MIM:600861|HGNC:HGNC:9998|Ensembl:ENSG00000116741|AllianceGenome:HGNC:9998	1	1q31.2	regulator of G protein signaling 2	protein-coding	RGS2	regulator of G protein signaling 2	O	regulator of G-protein signaling 2|G0 to G1 switch regulatory 8, 24kD|G0/G1 switch regulatory protein 8|cell growth-inhibiting gene 31 protein|cell growth-inhibiting protein 31|regulator of G-protein signaling 2, 24kDa	20250503	-
RGS5	9606	8490	-	MST092|MST106|MST129|MSTP032|MSTP092|MSTP106|MSTP129	MIM:603276|HGNC:HGNC:10001|Ensembl:ENSG00000143248|AllianceGenome:HGNC:10001	1	1q23.3	regulator of G protein signaling 5	protein-coding	RGS5	regulator of G protein signaling 5	O	regulator of G-protein signaling 5|regulator of G-protein signalling 5	20250503	-
RHEX	9606	440712	-	C1orf186	MIM:616088|HGNC:HGNC:25341|Ensembl:ENSG00000263961|AllianceGenome:HGNC:25341	1	1q32.1	regulator of hemoglobinization and erythroid cell expansion	protein-coding	RHEX	regulator of hemoglobinization and erythroid cell expansion	O	regulator of hemoglobinization and erythroid cell expansion protein|regulator of human erythroid cell expansion protein|uncharacterized protein C1orf186	20250503	-
RHOB	9606	388	-	ARH6|ARHB|MST081|MSTP081|RHOH6	MIM:165370|HGNC:HGNC:668|Ensembl:ENSG00000143878|AllianceGenome:HGNC:668	2	2p24.1	ras homolog family member B	protein-coding	RHOB	ras homolog family member B	O	rho-related GTP-binding protein RhoB|Aplysia RAS-related homolog 6|h6|oncogene RHO H6|ras homolog gene family, member B|rho cDNA clone 6	20250511	-
RHOJ	9606	57381	-	ARHJ|RASL7B|TC10B|TCL	MIM:607653|HGNC:HGNC:688|Ensembl:ENSG00000126785|AllianceGenome:HGNC:688	14	14q23.2	ras homolog family member J	protein-coding	RHOJ	ras homolog family member J	O	rho-related GTP-binding protein RhoJ|RAS-like, family 7, member B|TC10-like Rho GTPase|ras homolog gene family, member J|ras-like protein family member 7B|tc10-like GTP-binding protein	20250511	-
RHOV	9606	171177	-	ARHV|CHP|WRCH2	MIM:620101|HGNC:HGNC:18313|Ensembl:ENSG00000104140|AllianceGenome:HGNC:18313	15	15q15.1	ras homolog family member V	protein-coding	RHOV	ras homolog family member V	O	rho-related GTP-binding protein RhoV|CDC42-like GTPase 2|GTP-binding protein-like 2|Rho GTPase-like protein ARHV|WRCH-2|WRCH1-related GTPase|Wnt-1 regulated Cdc42 homolog 2|Wnt-1 responsive Cdc42 homolog 2|ras homolog gene family, member V	20250503	-
RHPN1	9606	114822	-	ODF5|RHOPHILIN|RHPN	MIM:601031|HGNC:HGNC:19973|Ensembl:ENSG00000158106|AllianceGenome:HGNC:19973	8	8q24.3	rhophilin Rho GTPase binding protein 1	protein-coding	RHPN1	rhophilin Rho GTPase binding protein 1	O	rhophilin-1|GTP-Rho-binding protein 1|outer dense fiber of sperm tails 5	20250503	-
RHPN2	9606	85415	-	P76RBE|RHOBP	MIM:617932|HGNC:HGNC:19974|Ensembl:ENSG00000131941|AllianceGenome:HGNC:19974	19	19q13.11	rhophilin Rho GTPase binding protein 2	protein-coding	RHPN2	rhophilin Rho GTPase binding protein 2	O	rhophilin-2|76 kDa RhoB effector protein|GTP-Rho-binding protein 2|rhophilin-like Rho-GTPase binding protein	20250503	-
RIC3	9606	79608	-	AYST720|PRO1385|RIC-3	MIM:610509|HGNC:HGNC:30338|Ensembl:ENSG00000166405|AllianceGenome:HGNC:30338	11	11p15.4	RIC3 acetylcholine receptor chaperone	protein-coding	RIC3	RIC3 acetylcholine receptor chaperone	O	protein RIC-3|resistance to inhibitors of cholinesterase 3|resistance to inhibitors of cholinesterase 3-like protein|resistant to inhibitor of cholinesterase 3	20250503	-
RIPK4	9606	54101	-	ANKK2|ANKRD3|CHANDS|DIK|NKRD3|PKK|PPS2|RIP4	MIM:605706|HGNC:HGNC:496|Ensembl:ENSG00000183421|AllianceGenome:HGNC:496	21	21q22.3	receptor interacting serine/threonine kinase 4	protein-coding	RIPK4	receptor interacting serine/threonine kinase 4	O	receptor-interacting serine/threonine-protein kinase 4|PKC-delta-interacting protein kinase|ankyrin repeat domain-containing protein 3|protein kinase C-associated kinase|serine/threonine-protein kinase ANKRD3	20250503	-
RIPOR2	9606	9750	-	C6orf32|DFNA21|DFNB104|DIFF40|DIFF48|FAM65B|MYONAP|PL48	MIM:611410|HGNC:HGNC:13872|Ensembl:ENSG00000111913|AllianceGenome:HGNC:13872	6	6p22.3	RHO family interacting cell polarization regulator 2	protein-coding	RIPOR2	RHO family interacting cell polarization regulator 2	O	rho family-interacting cell polarization regulator 2|family with sequence similarity 65 member B|myogenesis-related and NCAM-associated protein homolog|protein FAM65B	20250503	-
RIPOR3	9606	140876	-	C20orf175|C20orf176|FAM65C	HGNC:HGNC:16168|Ensembl:ENSG00000042062|AllianceGenome:HGNC:16168	20	20q13.13	RIPOR family member 3	protein-coding	RIPOR3	RIPOR family member 3	O	RIPOR family member 3|family with sequence similarity 65 member C|protein FAM65C	20250304	-
RIPPLY3	9606	53820	-	DSCR6	MIM:609892|HGNC:HGNC:3047|Ensembl:ENSG00000183145|AllianceGenome:HGNC:3047	21	21q22.13	ripply transcriptional repressor 3	protein-coding	RIPPLY3	ripply transcriptional repressor 3	O	protein ripply3|Down syndrome critical region gene 6|down syndrome critical region protein 6|ripply3 homolog	20250503	-
RMI2	9606	116028	-	BLAP18|C16orf75	MIM:612426|HGNC:HGNC:28349|Ensembl:ENSG00000175643|AllianceGenome:HGNC:28349	16	16p13.13	RecQ mediated genome instability 2	protein-coding	RMI2	RecQ mediated genome instability 2	O	recQ-mediated genome instability protein 2|BLM-associated protein of 18 kDa|RMI2, RecQ mediated genome instability 2, homolog	20250503	-
RNF150	9606	57484	-	-	HGNC:HGNC:23138|Ensembl:ENSG00000170153|AllianceGenome:HGNC:23138	4	4q31.21	ring finger protein 150	protein-coding	RNF150	ring finger protein 150	O	RING finger protein 150	20250503	-
RNF183	9606	138065	-	-	MIM:621029|HGNC:HGNC:28721|Ensembl:ENSG00000165188|AllianceGenome:HGNC:28721	9	9q32	ring finger protein 183	protein-coding	RNF183	ring finger protein 183	O	E3 ubiquitin-protein ligase RNF183|probable E3 ubiquitin-protein ligase RNF183	20250503	-
RNF208	9606	727800	-	-	MIM:618993|HGNC:HGNC:25420|Ensembl:ENSG00000212864|AllianceGenome:HGNC:25420	9	9q34.3	ring finger protein 208	protein-coding	RNF208	ring finger protein 208	O	RING finger protein 208	20250503	-
RNF223	9606	401934	-	-	HGNC:HGNC:40020|Ensembl:ENSG00000237330|AllianceGenome:HGNC:40020	1	1p36.33	ring finger protein 223	protein-coding	RNF223	ring finger protein 223	O	RING finger protein 223	20250503	-
RNF43	9606	54894	-	RNF124|SSPCS|URCC	MIM:612482|HGNC:HGNC:18505|Ensembl:ENSG00000108375|AllianceGenome:HGNC:18505	17	17q22	ring finger protein 43	protein-coding	RNF43	ring finger protein 43	O	E3 ubiquitin-protein ligase RNF43|RING-type E3 ubiquitin transferase RNF43	20250503	-
RNFT2	9606	84900	-	TMEM118	MIM:620254|HGNC:HGNC:25905|Ensembl:ENSG00000135119|AllianceGenome:HGNC:25905	12	12q24.22	ring finger protein, transmembrane 2	protein-coding	RNFT2	ring finger protein, transmembrane 2	O	E3 ubiquitin-protein ligase RNFT2|RING finger and transmembrane domain-containing protein 2|transmembrane protein 118	20250503	-
RNU6-529P	9606	106481348	-	-	HGNC:HGNC:47492|Ensembl:ENSG00000200253|AllianceGenome:HGNC:47492	10	10q23.2	RNA, U6 small nuclear 529, pseudogene	pseudo	RNU6-529P	RNA, U6 small nuclear 529, pseudogene	O	-	20250304	-
ROBO3	9606	64221	-	HGPPS|HGPPS1|HGPS|RBIG1|RIG1	MIM:608630|HGNC:HGNC:13433|Ensembl:ENSG00000154134|AllianceGenome:HGNC:13433	11	11q24.2	roundabout guidance receptor 3	protein-coding	ROBO3	roundabout guidance receptor 3	O	roundabout homolog 3|retinoblastoma inhibiting gene 1|roundabout, axon guidance receptor, homolog 3|roundabout-like protein 3	20250503	-
ROBO4	9606	54538	-	AOVD3|ECSM4|MRB	MIM:607528|HGNC:HGNC:17985|Ensembl:ENSG00000154133|AllianceGenome:HGNC:17985	11	11q24.2	roundabout guidance receptor 4	protein-coding	ROBO4	roundabout guidance receptor 4	O	roundabout homolog 4|roundabout homolog 4, magic roundabout|roundabout, axon guidance receptor, homolog 4	20250503	-
ROMO1	9606	140823	-	C20orf52|MTGM|MTGMP|bA353C18.2	MIM:618894|HGNC:HGNC:16185|Ensembl:ENSG00000125995|AllianceGenome:HGNC:16185	20	20q11.22	reactive oxygen species modulator 1	protein-coding	ROMO1	reactive oxygen species modulator 1	O	reactive oxygen species modulator 1|PCM19|ROS modulator 1|epididymis tissue protein Li 175|glyrichin|mitochondrial targeting GXXXG protein|mitochondrial targeting GxxxG motif protein|protein MGR2 homolog	20250503	-
RPL22L1	9606	200916	-	-	HGNC:HGNC:27610|Ensembl:ENSG00000163584|AllianceGenome:HGNC:27610	3	3q26.2	ribosomal protein L22 like 1	protein-coding	RPL22L1	ribosomal protein L22 like 1	O	ribosomal protein eL22-like|60S ribosomal protein L22-like 1|large ribosomal subunit protein eL22-like 1	20250503	-
RPRM	9606	56475	-	REPRIMO	MIM:612171|HGNC:HGNC:24201|Ensembl:ENSG00000177519|AllianceGenome:HGNC:24201	2	2q23.3	reprimo, TP53 dependent G2 arrest mediator homolog	protein-coding	RPRM	reprimo, TP53 dependent G2 arrest mediator homolog	O	protein reprimo|candidate mediator of the p53 dependent G2 arrest|reprimo, TP53 dependant G2 arrest mediator candidate|reprimo, TP53 dependent G2 arrest mediator candidate	20250503	-
RPS6KA1	9606	6195	-	HU-1|MAPKAPK1|MAPKAPK1A|RSK|RSK1|p90Rsk	MIM:601684|HGNC:HGNC:10430|Ensembl:ENSG00000117676|AllianceGenome:HGNC:10430	1	1p36.11	ribosomal protein S6 kinase A1	protein-coding	RPS6KA1	ribosomal protein S6 kinase A1	O	ribosomal protein S6 kinase alpha-1|90 kDa ribosomal protein S6 kinase 1|MAP kinase-activated protein kinase 1a|MAPK-activated protein kinase 1a|MAPKAP kinase 1a|MAPKAPK-1a|RSK-1|S6K-alpha 1|dJ590P13.1 (ribosomal protein S6 kinase, 90kD, polypeptide 1)|p90-RSK 1|p90RSK1|p90S6K|ribosomal S6 kinase 1|ribosomal protein S6 kinase, 90kDa, polypeptide 1	20250503	-
RPS6KA2	9606	6196	-	HU-2|MAPKAPK1C|RSK|RSK3|S6K-alpha|S6K-alpha2|p90-RSK3|p90RSK2|pp90RSK3	MIM:601685|HGNC:HGNC:10431|Ensembl:ENSG00000071242|AllianceGenome:HGNC:10431	6	6q27	ribosomal protein S6 kinase A2	protein-coding	RPS6KA2	ribosomal protein S6 kinase A2	O	ribosomal protein S6 kinase alpha-2|MAP kinase-activated protein kinase 1c|MAPK-activated protein kinase 1c|mitogen-activated protein kinase-activated protein kinase 1C|ribosomal S6 kinase 3|ribosomal protein S6 kinase, 90kDa, polypeptide 2	20250503	-
RRAD	9606	6236	-	RAD|RAD1|REM3	MIM:179503|HGNC:HGNC:10446|Ensembl:ENSG00000166592|AllianceGenome:HGNC:10446	16	16q22.1	RRAD, Ras related glycolysis inhibitor and calcium channel regulator	protein-coding	RRAD	RRAD, Ras related glycolysis inhibitor and calcium channel regulator	O	GTP-binding protein RAD|RAS (RAD and GEM) like GTP binding 3|RRAD, Ras related glycolysis inihibitor and calcium channel regulator|Ras-related associated with diabetes|ras associated with diabetes	20250503	-
RRAS	9606	6237	-	R-Ras|RRAS1	MIM:165090|HGNC:HGNC:10447|Ensembl:ENSG00000126458|AllianceGenome:HGNC:10447	19	19q13.33	RAS related	protein-coding	RRAS	RAS related	O	ras-related protein R-Ras|oncogene RRAS|p23|ras family small GTP binding protein R-Ras|related RAS viral (r-ras) oncogene homolog	20250503	-
RRM2	9606	6241	-	C2orf48|R2|RR2|RR2M	MIM:180390|HGNC:HGNC:10452|Ensembl:ENSG00000171848|AllianceGenome:HGNC:10452	2	2p25.1	ribonucleotide reductase regulatory subunit M2	protein-coding	RRM2	ribonucleotide reductase regulatory subunit M2	O	ribonucleoside-diphosphate reductase subunit M2|ribonucleotide reductase M2 polypeptide|ribonucleotide reductase small chain|ribonucleotide reductase small subunit|uncharacterized protein C2orf48	20250503	-
RSPO1	9606	284654	-	CRISTIN3|RSPO	MIM:609595|HGNC:HGNC:21679|Ensembl:ENSG00000169218|AllianceGenome:HGNC:21679	1	1p34.3	R-spondin 1	protein-coding	RSPO1	R-spondin 1	O	R-spondin-1|R-spondin homolog|roof plate-specific spondin-1	20250503	-
RSPO3	9606	84870	-	CRISTIN1|PWTSR|THSD2	MIM:610574|HGNC:HGNC:20866|Ensembl:ENSG00000146374|AllianceGenome:HGNC:20866	6	6q22.33	R-spondin 3	protein-coding	RSPO3	R-spondin 3	O	R-spondin-3|R-spondin 3 homolog|protein with TSP type-1 repeat|roof plate-specific spondin-3|thrombospondin type-1 domain-containing protein 2|thrombospondin, type I, domain containing 2	20250503	-
RTKN	9606	6242	-	RTKN-1	MIM:602288|HGNC:HGNC:10466|Ensembl:ENSG00000114993|AllianceGenome:HGNC:10466	2	2p13.1	rhotekin	protein-coding	RTKN	rhotekin	O	rhotekin	20250503	-
RTKN2	9606	219790	-	PLEKHK1|bA531F24.1	MIM:618450|HGNC:HGNC:19364|Ensembl:ENSG00000182010|AllianceGenome:HGNC:19364	10	10q21.2	rhotekin 2	protein-coding	RTKN2	rhotekin 2	O	rhotekin-2|PH domain-containing family K member 1|pleckstrin homology domain-containing family K member 1	20250503	-
RTL5	9606	340526	-	6430402L03Rik|MAR5|MART5|RGAG4|SIRH8	MIM:301135|HGNC:HGNC:29430|Ensembl:ENSG00000242732|AllianceGenome:HGNC:29430	X	Xq13.1	retrotransposon Gag like 5	protein-coding	RTL5	retrotransposon Gag like 5	O	retrotransposon Gag-like protein 5|Sushi-Ichi retrotransposon homolog 8|mammalian retrotransposon-derived 5|retrotransposon gag domain containing 4|retrotransposon gag domain-containing protein 4	20250304	-
RUNX1T1	9606	862	-	AML1-MTG8|AML1T1|CBFA2T1|CDR|ETO|MTG8|ZMYND2	MIM:133435|HGNC:HGNC:1535|Ensembl:ENSG00000079102|AllianceGenome:HGNC:1535	8	8q21.3	RUNX1 partner transcriptional co-repressor 1	protein-coding	RUNX1T1	RUNX1 partner transcriptional co-repressor 1	O	protein CBFA2T1|RUNX1 translocation partner 1|acute myelogenous leukemia 1 translocation 1, cyclin-D related|core-binding factor, runt domain, alpha subunit 2; translocated to, 1; cyclin D-related|eight twenty one protein|myeloid translocation gene on 8q22|runt related transcription factor 1; translocated to, 1 (cyclin D related)|zinc finger MYND domain-containing protein 2	20250503	-
RUSC2	9606	9853	-	Iporin|MRT61	MIM:611053|HGNC:HGNC:23625|Ensembl:ENSG00000198853|AllianceGenome:HGNC:23625	9	9p13.3	RUN and SH3 domain containing 2	protein-coding	RUSC2	RUN and SH3 domain containing 2	O	AP-4 complex accessory subunit RUSC2|RUN and SH3 domain-containing protein 2|interacting protein of Rab1	20250503	-
S100A11	9606	6282	-	HEL-S-43|MLN70|S100C	MIM:603114|HGNC:HGNC:10488|Ensembl:ENSG00000163191|AllianceGenome:HGNC:10488	1	1q21.3	S100 calcium binding protein A11	protein-coding	S100A11	S100 calcium binding protein A11	O	protein S100-A11|MLN 70|calgizzarin|epididymis secretory protein Li 43|metastatic lymph node gene 70 protein|protein S100-C	20250503	-
S100A2	9606	6273	-	CAN19|S100L	MIM:176993|HGNC:HGNC:10492|Ensembl:ENSG00000196754|AllianceGenome:HGNC:10492	1	1q21.3	S100 calcium binding protein A2	protein-coding	S100A2	S100 calcium binding protein A2	O	protein S100-A2	20250503	-
S100P	9606	6286	-	MIG9	MIM:600614|HGNC:HGNC:10504|Ensembl:ENSG00000163993|AllianceGenome:HGNC:10504	4	4p16.1	S100 calcium binding protein P	protein-coding	S100P	S100 calcium binding protein P	O	protein S100-P|migration-inducing gene 9 protein|protein S100-E	20250503	-
S1PR1	9606	1901	-	CD363|CHEDG1|D1S3362|ECGF1|EDG-1|EDG1|S1P1	MIM:601974|HGNC:HGNC:3165|Ensembl:ENSG00000170989|AllianceGenome:HGNC:3165	1	1p21.2	sphingosine-1-phosphate receptor 1	protein-coding	S1PR1	sphingosine-1-phosphate receptor 1	O	sphingosine 1-phosphate receptor 1|S1P receptor Edg-1|endothelial differentiation G-protein coupled receptor 1|endothelial differentiation, sphingolipid G-protein-coupled receptor, 1|sphingosine 1-phosphate receptor EDG1|sphingosine 1-phosphate receptor Edg-1	20250503	-
SAC3D1	9606	29901	-	HSU79266|SHD1	MIM:618796|HGNC:HGNC:30179|Ensembl:ENSG00000168061|AllianceGenome:HGNC:30179	11	11q13.1	SAC3 domain containing 1	protein-coding	SAC3D1	SAC3 domain containing 1	O	SAC3 domain-containing protein 1|SAC3 homology domain-containing protein 1|Sac3 homology domain 1	20250503	-
SAMD1	9606	90378	-	-	MIM:620206|HGNC:HGNC:17958|Ensembl:ENSG00000141858|AllianceGenome:HGNC:17958	19	19p13.12	sterile alpha motif domain containing 1	protein-coding	SAMD1	sterile alpha motif domain containing 1	O	sterile alpha motif domain-containing protein 1|SAM domain containing 1|atherin	20250503	-
SAMD10	9606	140700	-	C20orf136|dJ591C20|dJ591C20.7	HGNC:HGNC:16129|Ensembl:ENSG00000130590|AllianceGenome:HGNC:16129	20	20q13.33	sterile alpha motif domain containing 10	protein-coding	SAMD10	sterile alpha motif domain containing 10	O	sterile alpha motif domain-containing protein 10|D930033N23Rik|SAM domain-containing protein 10	20250503	-
SAMD4A	9606	23034	-	SAMD4|SMAUG|SMAUG1|SMG|SMGA	MIM:610747|HGNC:HGNC:23023|Ensembl:ENSG00000020577|AllianceGenome:HGNC:23023	14	14q22.2	sterile alpha motif domain containing 4A	protein-coding	SAMD4A	sterile alpha motif domain containing 4A	O	protein Smaug homolog 1|SAM domain-containing protein 4A	20250511	-
SAMD5	9606	389432	-	dJ875H10.1	MIM:620517|HGNC:HGNC:21180|Ensembl:ENSG00000203727|AllianceGenome:HGNC:21180	6	6q24.3	sterile alpha motif domain containing 5	protein-coding	SAMD5	sterile alpha motif domain containing 5	O	sterile alpha motif domain-containing protein 5|SAM domain containing 1|SAM domain-containing protein 5	20250503	-
SAPCD2	9606	89958	-	C9orf140|p42.3	MIM:612057|HGNC:HGNC:28055|Ensembl:ENSG00000186193|AllianceGenome:HGNC:28055	9	9q34.3	suppressor APC domain containing 2	protein-coding	SAPCD2	suppressor APC domain containing 2	O	suppressor APC domain-containing protein 2|2010317E24Rik|TS/MDEP|protein C9orf140|tumor specificity and mitosis phase-dependent expression protein	20250503	-
SAT1	9606	6303	-	DC21|KFSD|KFSDX|SAT|SSAT|SSAT-1	MIM:313020|HGNC:HGNC:10540|Ensembl:ENSG00000130066|AllianceGenome:HGNC:10540	X	Xp22.11	spermidine/spermine N1-acetyltransferase 1	protein-coding	SAT1	spermidine/spermine N1-acetyltransferase 1	O	diamine acetyltransferase 1|diamine N-acetyltransferase 1|epididymis secretory sperm binding protein|polyamine N-acetyltransferase 1|putrescine acetyltransferase|spermidine/spermine N1-acetyltransferase alpha	20250503	-
SATB1	9606	6304	-	DEFDA|DHDBV|KTZSL	MIM:602075|HGNC:HGNC:10541|Ensembl:ENSG00000182568|AllianceGenome:HGNC:10541	3	3p24.3	SATB homeobox 1	protein-coding	SATB1	SATB homeobox 1	O	DNA-binding protein SATB1|special AT-rich sequence binding protein 1 (binds to nuclear matrix/scaffold-associating DNA)	20250511	-
SBDS	9606	51119	-	CGI-97|SDO1|SDS|SWDS	MIM:607444|HGNC:HGNC:19440|Ensembl:ENSG00000126524|AllianceGenome:HGNC:19440	7	7q11.21	SBDS ribosome maturation factor	protein-coding	SBDS	SBDS ribosome maturation factor	O	ribosome maturation protein SBDS|SBDS, ribosome assembly guanine nucleotide exchange factor	20250503	-
SBK1	9606	388228	-	SBK	MIM:620212|HGNC:HGNC:17699|Ensembl:ENSG00000188322|AllianceGenome:HGNC:17699	16	16p12.1	SH3 domain binding kinase 1	protein-coding	SBK1	SH3 domain binding kinase 1	O	serine/threonine-protein kinase SBK1|SH3-binding domain kinase 1	20250503	-
SCARA3	9606	51435	-	APC7|CSR|CSR1|MSLR1|MSRL1	MIM:602728|HGNC:HGNC:19000|Ensembl:ENSG00000168077|AllianceGenome:HGNC:19000	8	8p21.1	scavenger receptor class A member 3	protein-coding	SCARA3	scavenger receptor class A member 3	O	scavenger receptor class A member 3|cellular stress response gene protein|cellular stress response protein|macrophage scavenger receptor-like 1	20250503	-
